"Date","Account","Description","Check #","Category","Credit","Debit"
"02/01/2024","CHECKING","0201Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"01/31/2024","CHECKING","0130WASTE MGMT WM 866-834-2080 TX************7304","","Utilities/Other","","-43.76"
"01/31/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","53.03",""
"01/31/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24013111 J 1991793759PPD","","Insurance","","-364.28"
"01/31/2024","CHECKING","University HealtPR PAYMENT2401312000-000017938PPD","","Education","8963.49",""
"01/29/2024","CHECKING","0128VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-240.30"
"01/29/2024","CHECKING","0129Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"01/29/2024","CHECKING","PAYMENT 9100 01/28 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-40.32"
"01/26/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24012624012668770PPD","","Medical","2611.45",""
"01/25/2024","CHECKING","VENMO PAYMENT 2401251032112791027WEB","","Uncategorized Expense","","-15.00"
"01/25/2024","CHECKING","VENMO PAYMENT 2401251032107947979WEB","","Uncategorized Expense","","-150.00"
"01/24/2024","CHECKING","0122EMF*K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"01/23/2024","CHECKING","0122ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-88.78"
"01/22/2024","CHECKING","TRANSFER TO X*XXXX FOR CREDIT CARD PAYM","","Transfer Between Accounts","","-260.00"
"01/22/2024","CHECKING","PAYPAL INST XFER 240122CLICKBANKWEB","","Uncategorized Expense","","-29.57"
"01/22/2024","CHECKING","PAYMENT 9100 01/22 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-2.99"
"01/19/2024","CHECKING","CITY OF ALCOA BANK DRAFT240119142032002PPD","","Utilities","","-110.00"
"01/18/2024","CHECKING","CHECK","2450","Uncategorized Expense","","-128.00"
"01/17/2024","CHECKING","0116APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"01/17/2024","CHECKING","0116SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"01/17/2024","CHECKING","PLANET FIT CLUB FEES 2401172401613547651PPD","","Personal Care","","-10.00"
"01/17/2024","CHECKING","PLANET FIT CLUB FEES 2401172401613546529PPD","","Personal Care","","-10.00"
"01/17/2024","CHECKING","PLANET FIT CLUB FEES 2401172401613527210PPD","","Personal Care","","-23.06"
"01/16/2024","CHECKING","0115SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"01/16/2024","CHECKING","LOANDEPOT MSP ACH 2401161046254429PPD","","Miscellaneous","","-2323.19"
"01/16/2024","CHECKING","ALLY ALLY PAYMT240116670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"01/16/2024","CHECKING","VENMO CASHOUT 2401161031899280108PPD","","Uncategorized Expense","2396.00",""
"01/12/2024","CHECKING","0111ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"01/12/2024","CHECKING","PAYMENT 9100 01/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"01/12/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24011224011268770PPD","","Healthcare - HSA Spending Account/Insurance","2611.44",""
"01/10/2024","CHECKING","0110Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"01/10/2024","CHECKING","CHASE CREDIT CRDEPAY 2401107226941090WEB","","Transfer Between Accounts/Credit Card Payment","","-10000.00"
"01/08/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","56.07",""
"01/08/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","59.80",""
"01/05/2024","CHECKING","ELECTRICFUND BANK DRAFT240105UM393818PPD","","Utilities/Gas/Electric","","-83.02"
"01/04/2024","CHECKING","0103GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"01/03/2024","CHECKING","0102APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-3.28"
"01/03/2024","CHECKING","MTN LAUREL ASSC INS PREM 24010311011278 DANNYPPD","","Insurance","","-116.87"
"01/02/2024","CHECKING","0101WASTE MGMT WM 866-834-2080 TX************7304","","Utilities/Other","","-44.08"
"01/02/2024","CHECKING","1228APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-40.32"
"01/02/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","129.67",""
"01/02/2024","CHECKING","0102Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"01/02/2024","CHECKING","STATE FARM RO 27SFPP 24010211 S 0366600927PPD","","Insurance","","-358.03"
